470128293; 6;  (-13.4979,-66.1292,-206.979) 
470144677; 6;  (-13.3851,-66.1431,-225.954) 
470144678; 6;  (-13.615,-66.343,-226.266) 
470161061; 6;  (-13.1541,-66.1754,-246.423) 
470161062; 6;  (-12.8288,-66.5308,-246.736) 
470181840; 6;  (-14.6968,-80.5543,-264.414) 
-----
303063060; 1;  (-2.63291,0.759459,2.60616) 
304140312; 1;  (-6.68068,1.88664,12.975) 
305221664; 1;  (-10.6535,2.94179,23.1248) 
352744452; 2;  (-14.1331,3.82253,31.9891) 
369124558; 3;  (-22.7792,5.8314,57.8041) 
369124557; 3;  (-23.0667,5.57817,57.5077) 
402672793; 4;  (-35.651,8.31293,83.7742) 
402672794; 4;  (-35.7451,8.42347,84.0191) 
402674841; 4;  (-35.62,8.50006,96.7198) 
402674842; 4;  (-35.8178,8.15097,96.9647) 
402677416; 4;  (-43.7492,9.79353,102.712) 
470312324; 6;  (-55.0539,11.3652,129.652) 
470328708; 6;  (-55.1302,10.8918,143.642) 
470324397; 6;  (-66.5347,13.739,147.544) 
470324398; 6;  (-66.501,12.9562,147.857) 
470340781; 6;  (-66.9338,12.5875,161.531) 
470340782; 6;  (-66.6356,12.3958,161.844) 
470357165; 6;  (-67.3052,11.5282,175.517) 
470357166; 6;  (-66.7719,11.823,175.83) 
470377924; 6;  (-80.7054,13.8113,185.529) 
470394308; 6;  (-80.8523,12.9563,203.007) 
470410724; 6;  (-97.9781,14.6686,220.1) 
470427108; 6;  (-98.1639,13.4695,240.574) 
470443492; 6;  (-98.3608,12.2092,262.042) 
-----
303042580; 1;  (2.79136,1.35618,3.1417) 
304095256; 1;  (5.92371,2.948,8.00303) 
304099352; 1;  (6.24755,3.11549,8.50918) 
305152028; 1;  (9.55937,4.83433,13.6783) 
306204704; 1;  (14.0753,7.2312,20.7588) 
369124410; 3;  (21.6182,11.3653,37.4126) 
369124409; 3;  (21.5027,11.8196,37.6659) 
369125433; 3;  (24.3337,12.3005,31.2447) 
369125434; 3;  (24.2054,12.8243,31.091) 
436232342; 5;  (54.3438,31.3453,82.2439) 
436232341; 5;  (54.4846,31.951,82.1662) 
436248761; 5;  (58.36,34.7862,99.143) 
436248762; 5;  (59.0479,34.5059,98.9815) 
470307316; 6;  (84.0349,52.461,134.866) 
-----
303058960; 1;  (-2.37747,1.93792,-5.26038) 
304132108; 1;  (-5.42374,4.36791,-9.28289) 
305209356; 1;  (-8.36835,6.68723,-13.1472) 
306290696; 1;  (-12.6666,10.0249,-18.7613) 
369120442; 3;  (-18.9579,14.7945,-24.2704) 
369120441; 3;  (-19.2755,14.6642,-24.1561) 
369136874; 3;  (-25.5447,19.654,-38.9254) 
369136873; 3;  (-25.8894,19.4968,-38.9252) 
369153324; 3;  (-32.1054,24.3675,-45.619) 
369170812; 3;  (-41.3687,30.826,-53.1805) 
436228657; 5;  (-48.2866,35.5625,-63.266) 
436245141; 5;  (-57.2894,42.1656,-82.1153) 
436245142; 5;  (-58.0461,41.8476,-82.2425) 
436278068; 5;  (-69.936,49.2378,-82.2425) 
436294520; 5;  (-81.0646,55.8253,-98.9815) 
-----
303083536; 1;  (2.46166,-1.85136,-2.08578) 
304193548; 1;  (5.28602,-3.96936,-7.56593) 
305299464; 1;  (8.58585,-6.3986,-13.9271) 
306421764; 1;  (12.9985,-9.57859,-22.3797) 
369121721; 3;  (21.5997,-15.6739,-39.7729) 
369121737; 3;  (22.4083,-15.9944,-39.2195) 
369121738; 3;  (22.5716,-16.2107,-39.4858) 
369138237; 3;  (29.175,-20.35,-54.7445) 
369138238; 3;  (29.2856,-20.6655,-54.6362) 
369154732; 3;  (35.6391,-24.7404,-60.5459) 
402665292; 4;  (36.9326,-25.2913,-74.3677) 
436229369; 5;  (50.4309,-32.7019,-99.4066) 
436229338; 5;  (52.3569,-34.7998,-98.9806) 
436229337; 5;  (52.8976,-34.8076,-98.5204) 
436245913; 5;  (59.0818,-37.7603,-99.3178) 
436245914; 5;  (59.0446,-38.5627,-98.9824) 
470051012; 6;  (69.3298,-43.7881,-129.582) 
470046924; 6;  (69.5553,-43.4287,-137.243) 
470063348; 6;  (84.4461,-51.8053,-148.852) 
470079732; 6;  (84.9362,-50.9987,-162.84) 
-----
303054864; 1;  (0.00773197,2.85007,-3.8228) 
304119820; 1;  (-0.0656896,6.62378,-9.63963) 
304115724; 1;  (-0.0815732,7.24614,-10.597) 
305184776; 1;  (-0.18455,10.7204,-15.9399) 
306253828; 1;  (-0.381613,15.815,-23.7904) 
369121417; 3;  (-1.16739,26.7985,-39.6057) 
369121418; 3;  (-1.01079,27.0561,-39.4872) 
369137837; 3;  (-1.71602,35.1111,-54.4614) 
369137838; 3;  (-1.64496,35.3552,-54.6383) 
369154252; 3;  (-2.35152,43.0638,-60.5449) 
402665240; 4;  (-2.7092,44.7414,-74.3674) 
436228470; 5;  (-4.12141,58.3713,-80.4684) 
436228474; 5;  (-4.26937,59.4516,-98.9816) 
436228473; 5;  (-5.01685,59.8706,-98.5912) 
436244921; 5;  (-5.60518,66.6717,-99.293) 
436244922; 5;  (-5.36298,67.1144,-98.9814) 
470049736; 6;  (-8.05375,81.5527,-130.082) 
470066152; 6;  (-10.4999,98.544,-141.194) 
470082536; 6;  (-11.4621,98.4682,-155.182) 
-----
303075340; 1;  (-1.01779,-3.12228,-8.26774) 
304168968; 1;  (-2.04925,-6.25008,-19.7572) 
344388612; 2;  (-3.07585,-9.51224,-31.6958) 
344389636; 2;  (-3.09218,-9.56309,-31.8779) 
344262660; 2;  (-3.25955,-10.1015,-33.8395) 
344650756; 2;  (-3.7043,-11.5739,-39.2105) 
344912900; 2;  (-4.46513,-14.1892,-48.7157) 
402664101; 4;  (-8.63318,-27.2373,-80.2758) 
402664102; 4;  (-8.12495,-27.5075,-80.5207) 
402666149; 4;  (-8.01791,-27.4698,-93.2219) 
402666150; 4;  (-7.91937,-27.5621,-93.4668) 
402668197; 4;  (-7.48178,-27.6727,-106.167) 
402668198; 4;  (-7.71207,-27.6178,-106.412) 
402668709; 4;  (-10.2547,-35.1718,-109.665) 
402668710; 4;  (-9.79976,-35.3777,-109.91) 
470050634; 6;  (-9.46188,-35.7794,-129.85) 
470050633; 6;  (-9.18336,-35.3598,-130.179) 
470046308; 6;  (-11.3423,-43.3594,-134.287) 
470079076; 6;  (-10.6418,-43.5876,-162.264) 
470099820; 6;  (-10.4779,-43.641,-169.092) 
470095492; 6;  (-12.8034,-54.7738,-179.276) 
470132624; 6;  (-12.0242,-54.9404,-203.581) 
470128293; 6;  (-13.4979,-66.1292,-206.979) 
470144677; 6;  (-13.3851,-66.1431,-225.954) 
470144678; 6;  (-13.615,-66.343,-226.266) 
470161061; 6;  (-13.1541,-66.1754,-246.423) 
470161062; 6;  (-12.8288,-66.5308,-246.736) 
470181840; 6;  (-14.6968,-80.5543,-264.414) 
-----
303063060; 1;  (-2.63291,0.759459,2.60616) 
304140312; 1;  (-6.68068,1.88664,12.975) 
305221664; 1;  (-10.6535,2.94179,23.1248) 
352744452; 2;  (-14.1331,3.82253,31.9891) 
369124558; 3;  (-22.7792,5.8314,57.8041) 
369124557; 3;  (-23.0667,5.57817,57.5077) 
402672793; 4;  (-35.651,8.31293,83.7742) 
402672794; 4;  (-35.7451,8.42347,84.0191) 
402674841; 4;  (-35.62,8.50006,96.7198) 
402674842; 4;  (-35.8178,8.15097,96.9647) 
402677416; 4;  (-43.7492,9.79353,102.712) 
470312324; 6;  (-55.0539,11.3652,129.652) 
470328708; 6;  (-55.1302,10.8918,143.642) 
470324397; 6;  (-66.5347,13.739,147.544) 
470324398; 6;  (-66.501,12.9562,147.857) 
470340781; 6;  (-66.9338,12.5875,161.531) 
470340782; 6;  (-66.6356,12.3958,161.844) 
470357165; 6;  (-67.3052,11.5282,175.517) 
470357166; 6;  (-66.7719,11.823,175.83) 
470377924; 6;  (-80.7054,13.8113,185.529) 
470394308; 6;  (-80.8523,12.9563,203.007) 
470410724; 6;  (-97.9781,14.6686,220.1) 
470427108; 6;  (-98.1639,13.4695,240.574) 
470443492; 6;  (-98.3608,12.2092,262.042) 
-----
303042580; 1;  (2.79136,1.35618,3.1417) 
304095256; 1;  (5.92371,2.948,8.00303) 
304099352; 1;  (6.24755,3.11549,8.50918) 
305152028; 1;  (9.55937,4.83433,13.6783) 
306204704; 1;  (14.0753,7.2312,20.7588) 
369124410; 3;  (21.6182,11.3653,37.4126) 
369124409; 3;  (21.5027,11.8196,37.6659) 
369125433; 3;  (24.3337,12.3005,31.2447) 
369125434; 3;  (24.2054,12.8243,31.091) 
436232342; 5;  (54.3438,31.3453,82.2439) 
436232341; 5;  (54.4846,31.951,82.1662) 
436248761; 5;  (58.36,34.7862,99.143) 
436248762; 5;  (59.0479,34.5059,98.9815) 
470307316; 6;  (84.0349,52.461,134.866) 
-----
303058960; 1;  (-2.37747,1.93792,-5.26038) 
304132108; 1;  (-5.42374,4.36791,-9.28289) 
305209356; 1;  (-8.36835,6.68723,-13.1472) 
306290696; 1;  (-12.6666,10.0249,-18.7613) 
369120442; 3;  (-18.9579,14.7945,-24.2704) 
369120441; 3;  (-19.2755,14.6642,-24.1561) 
369136874; 3;  (-25.5447,19.654,-38.9254) 
369136873; 3;  (-25.8894,19.4968,-38.9252) 
369153324; 3;  (-32.1054,24.3675,-45.619) 
369170812; 3;  (-41.3687,30.826,-53.1805) 
436228657; 5;  (-48.2866,35.5625,-63.266) 
436245141; 5;  (-57.2894,42.1656,-82.1153) 
436245142; 5;  (-58.0461,41.8476,-82.2425) 
436278068; 5;  (-69.936,49.2378,-82.2425) 
436294520; 5;  (-81.0646,55.8253,-98.9815) 
-----
303075348; 1;  (-1.16025,-3.08653,3.78935) 
305262616; 1;  (-3.9288,-10.3142,13.2095) 
306368540; 1;  (-5.58124,-14.7999,19.0169) 
369125721; 3;  (-9.35839,-25.0841,30.9204) 
369125722; 3;  (-9.30054,-25.3376,31.0916) 
369141133; 3;  (-11.5504,-30.262,44.7876) 
369142201; 3;  (-11.4865,-33.4671,38.0191) 
369142202; 3;  (-12.0443,-33.6027,38.018) 
369158684; 3;  (-14.5343,-41.4984,52.7907) 
369175180; 3;  (-16.8022,-49.0591,60.5469) 
436233174; 5;  (-19.7652,-59.5805,82.2406) 
436233173; 5;  (-20.375,-59.8553,81.9402) 
436249685; 5;  (-22.0974,-66.5041,80.2298) 
436249686; 5;  (-21.7446,-67.0969,80.4701) 
436282744; 5;  (-25.2861,-81.7057,98.9825) 
-----
303054868; 1;  (-0.90651,2.58924,6.2081) 
304123932; 1;  (-2.37661,6.51513,13.6104) 
305192992; 1;  (-3.72639,10.0379,20.2733) 
369125549; 3;  (-10.438,24.9987,54.5368) 
369125550; 3;  (-10.097,25.4944,54.4749) 
369141965; 3;  (-13.4783,32.4097,60.7734) 
369141966; 3;  (-13.3386,32.7442,60.5461) 
402673436; 4;  (-17.2352,41.4444,74.3674) 
402673308; 4;  (-17.2973,41.4001,76.8215) 
402675356; 4;  (-17.6486,41.2232,89.7681) 
470307753; 6;  (-29.2382,61.5277,134.289) 
470307784; 6;  (-34.6076,74.2906,136.742) 
470324168; 6;  (-35.322,73.9935,150.73) 
470340592; 6;  (-43.3635,89.0774,162.338) 
470356976; 6;  (-44.1937,88.6621,176.321) 
470373360; 6;  (-45.0076,88.238,190.303) 
-----
303058964; 1;  (-2.49346,1.81819,2.58809) 
304136212; 1;  (-5.34973,3.86345,3.63509) 
305209364; 1;  (-8.70234,6.24286,4.8574) 
306290708; 1;  (-13.1568,9.36524,6.48226) 
369125573; 3;  (-21.7012,15.5169,7.27301) 
369125589; 3;  (-22.4226,15.9564,7.83716) 
369125590; 3;  (-22.6901,15.9006,7.57563) 
369142021; 3;  (-29.1141,20.485,14.7417) 
369142022; 3;  (-29.4092,20.389,14.8632) 
369157412; 3;  (-32.9695,22.7303,17.421) 
369174900; 3;  (-42.3755,28.7958,14.9848) 
436232746; 5;  (-48.5761,32.6935,27.3154) 
436232745; 5;  (-48.442,33.5794,27.5996) 
436249225; 5;  (-59.5838,38.934,27.043) 
436249226; 5;  (-59.7144,39.4993,27.3146) 
436265672; 5;  (-63.5698,41.7881,27.3155) 
436298600; 5;  (-82.4802,52.6947,27.314) 
436315112; 5;  (-90.2491,56.9749,27.3158) 
-----
303071256; 1;  (-1.62882,-2.23501,10.5023) 
352647172; 2;  (-4.98517,-6.87425,33.1312) 
353031172; 2;  (-5.7594,-7.98367,38.4885) 
353032196; 2;  (-5.78509,-8.02099,38.6678) 
352909316; 2;  (-6.11642,-8.49909,40.9718) 
353293316; 2;  (-7.11494,-9.95763,47.9484) 
353294340; 2;  (-7.13754,-9.99429,48.1271) 
402676518; 4;  (-15.9761,-23.8845,103.557) 
402676517; 4;  (-15.8258,-24.1601,103.802) 
470312489; 6;  (-15.0557,-23.764,126.398) 
470312522; 6;  (-20.0239,-30.904,129.848) 
470312521; 6;  (-19.5226,-30.8689,130.177) 
470328906; 6;  (-19.79,-31.0836,143.838) 
470328905; 6;  (-19.6082,-30.8159,144.167) 
470345290; 6;  (-19.5533,-31.2651,157.826) 
470345289; 6;  (-19.631,-30.8017,158.155) 
470361708; 6;  (-23.5468,-38.1969,169.089) 
470357604; 6;  (-23.3898,-38.2996,176.248) 
470373988; 6;  (-23.0747,-38.4591,190.231) 
470390404; 6;  (-28.346,-48.5206,210.734) 
470406788; 6;  (-27.8164,-48.8137,229.707) 
470423205; 6;  (-33.6469,-59.0162,246.418) 
470423206; 6;  (-32.9784,-59.1769,246.73) 
470439589; 6;  (-32.5236,-59.87,267.886) 
470439590; 6;  (-32.2821,-59.6045,268.199) 
-----
303042580; 1;  (3.07754,0.352301,0.192596) 
304091156; 1;  (6.88525,0.833797,0.582646) 
305139732; 1;  (10.9685,1.36789,0.996013) 
306192404; 1;  (16.0183,2.05374,1.50553) 
369125397; 3;  (26.5013,4.07062,7.44383) 
369173540; 3;  (47.9787,7.11466,3.35008) 
436232230; 5;  (58.9309,9.13828,9.23205) 
436232229; 5;  (59.3923,8.85416,9.55645) 
436248645; 5;  (69.1115,11.3864,9.26848) 
436248646; 5;  (69.5752,11.242,9.22909) 
436264996; 5;  (78.9501,13.2023,9.22949) 
436281412; 5;  (86.8623,14.9523,9.23118) 
436297796; 5;  (93.816,16.5412,9.23038) 
436314212; 5;  (104.356,19.0782,9.22935) 
-----
303063064; 1;  (-2.46826,1.41526,13.1664) 
303058972; 1;  (-2.73693,1.56668,14.8541) 
352626692; 2;  (-5.62753,3.12311,32.8157) 
352888836; 2;  (-6.88532,3.7811,40.569) 
353150980; 2;  (-8.48248,4.59553,50.3809) 
470307877; 6;  (-24.7989,12.2141,134.263) 
470307878; 6;  (-25.0788,12.0083,134.592) 
470324261; 6;  (-25.0391,11.7666,148.252) 
470324262; 6;  (-25.1677,11.7936,148.581) 
470340645; 6;  (-25.2577,11.3593,162.24) 
470340646; 6;  (-25.2546,11.584,162.569) 
470357062; 6;  (-33.5221,14.9916,178.971) 
470389830; 6;  (-33.7831,14.3621,210.434) 
470389829; 6;  (-33.7587,14.5554,210.762) 
470406244; 6;  (-41.4673,17.1678,226.686) 
470406248; 6;  (-41.4721,17.1515,227.185) 
470422632; 6;  (-41.6339,16.6535,247.658) 
-----
303042580; 1;  (3.09956,0.275085,3.40468) 
305139732; 1;  (10.9885,1.08046,2.99072) 
306192404; 1;  (16.0793,1.63939,2.72041) 
369125397; 3;  (26.673,3.42972,7.5104) 
369153044; 3;  (39.7539,4.62248,-3.60951) 
369173524; 3;  (47.4994,5.74494,3.34837) 
369173540; 3;  (48.413,5.88085,3.35008) 
436232230; 5;  (59.0792,7.55808,9.23205) 
436232229; 5;  (59.5914,6.73184,9.3426) 
436244549; 5;  (70.682,8.62445,-8.89304) 
436244550; 5;  (70.9456,9.65805,-9.23287) 
436260900; 5;  (78.5469,10.9386,-9.23081) 
436277316; 5;  (87.8179,12.7129,-9.23136) 
436293700; 5;  (93.5546,13.8591,-9.23192) 
436310116; 5;  (105.547,16.3943,-9.22993) 
-----
303087628; 1;  (2.76146,-0.247844,-12.1653) 
304201732; 1;  (6.55848,-0.513688,-24.7501) 
344552452; 2;  (10.4327,-0.733204,-37.5832) 
344814596; 2;  (13.3115,-0.853133,-47.1266) 
402666246; 4;  (28.6741,-1.05757,-90.6124) 
402666245; 4;  (28.5457,-1.27569,-90.8573) 
402668294; 4;  (28.6737,-0.838745,-103.558) 
402668293; 4;  (28.6076,-0.657971,-103.802) 
470049098; 6;  (36.9577,-0.514696,-129.85) 
470049097; 6;  (37.4219,-0.411895,-130.179) 
470065512; 6;  (44.7434,-0.305655,-141.616) 
470081896; 6;  (44.744,0.0664378,-155.605) 
470098312; 6;  (56.2329,0.627348,-172.119) 
470114696; 6;  (56.2052,1.07965,-186.105) 
470131080; 6;  (56.1726,1.6603,-203.584) 
470147493; 6;  (67.9091,2.91708,-219.537) 
470147494; 6;  (67.6902,2.65155,-219.85) 
470163877; 6;  (67.8778,3.11058,-240.01) 
470163878; 6;  (67.6274,3.45443,-240.323) 
470180296; 6;  (81.7067,5.3363,-264.43) 
-----
303046676; 1;  (1.9087,1.96408,4.33846) 
305160220; 1;  (7.29933,7.84479,16.8124) 
306221088; 1;  (10.6936,11.6524,24.7928) 
369124426; 3;  (15.9344,17.6984,37.4125) 
369124425; 3;  (16.1078,17.8605,37.436) 
369141869; 3;  (23.954,26.6966,60.2926) 
369141870; 3;  (23.7319,27.0818,60.5461) 
369157228; 3;  (26.1823,30.1315,59.3926) 
369157244; 3;  (26.7535,30.8465,59.3943) 
402673424; 4;  (29.1642,34.1171,74.3675) 
402673292; 4;  (29.1134,34.1624,76.822) 
436232410; 5;  (39.3615,47.4874,98.9807) 
436232409; 5;  (39.7579,47.7145,99.199) 
436248825; 5;  (43.6574,52.145,98.6371) 
436248826; 5;  (43.3219,53.0476,98.9802) 
470311632; 6;  (50.8656,64.3034,130.082) 
470328052; 6;  (60.8868,78.2065,141.693) 
470344436; 6;  (60.1309,78.7583,155.679) 
470360820; 6;  (59.3894,79.2974,169.663) 
-----
303042580; 1;  (3.04748,0.457743,5.9308) 
304091160; 1;  (6.85248,1.08726,11.9419) 
305143836; 1;  (10.5801,1.73279,17.8373) 
306192416; 1;  (15.9209,2.71483,26.3069) 
369124378; 3;  (23.2413,4.16095,37.4146) 
369124377; 3;  (23.4944,4.11224,37.288) 
369141805; 3;  (35.2634,6.44207,60.3025) 
369141806; 3;  (35.3556,6.81019,60.5448) 
369157164; 3;  (39.6267,7.8285,59.3935) 
402673284; 4;  (43.8665,9.05986,76.8219) 
436232282; 5;  (60.2107,13.2836,98.9803) 
436232281; 5;  (60.6489,13.3167,98.8116) 
470307268; 6;  (79.4986,19.838,137.245) 
470323684; 6;  (95.9283,24.7498,148.854) 
470340068; 6;  (95.7105,25.6632,162.841) 
-----
303083532; 1;  (2.58418,-1.72477,-8.81409) 
304193544; 1;  (5.47902,-3.65057,-14.3813) 
305299460; 1;  (8.95147,-5.91185,-21.0179) 
369120654; 3;  (19.9171,-12.7945,-44.7337) 
369120653; 3;  (20.0001,-13.1534,-44.7892) 
369137150; 3;  (26.9639,-16.9918,-59.765) 
369137165; 3;  (28.121,-17.3006,-60.066) 
369138237; 3;  (29.6784,-19.2273,-54.621) 
402665292; 4;  (38.2735,-23.4456,-74.3676) 
402665164; 4;  (38.3252,-23.3368,-76.8221) 
436229370; 5;  (51.2853,-30.2592,-98.9808) 
436229369; 5;  (51.6343,-30.5241,-99.1568) 
470046924; 6;  (71.5864,-39.7533,-137.244) 
470063344; 6;  (86.9843,-47.4518,-148.354) 
470079728; 6;  (87.4283,-46.6158,-162.343) 
470096112; 6;  (87.8543,-45.7825,-176.326) 
-----
303054864; 1;  (-0.939251,2.5799,-6.16904) 
304123916; 1;  (-2.44396,6.49045,-8.13528) 
305192972; 1;  (-3.81578,10.005,-9.90064) 
306266124; 1;  (-5.82643,15.0644,-12.4582) 
369121445; 3;  (-10.15,25.1865,-15.9239) 
369121446; 3;  (-10.0973,25.4951,-16.019) 
369136822; 3;  (-11.9242,29.8369,-18.0226) 
369136821; 3;  (-11.8413,30.1512,-18.0079) 
369153256; 3;  (-15.0789,37.1545,-24.6254) 
369170728; 3;  (-19.6711,47.472,-30.4044) 
436228521; 5;  (-22.7437,55.6372,-26.8926) 
436228554; 5;  (-24.4843,57.9051,-27.3152) 
436245005; 5;  (-27.3857,65.6903,-45.7244) 
436245006; 5;  (-28.2519,65.769,-45.9759) 
436277900; 5;  (-35.9255,81.17,-45.9774) 
436294316; 5;  (-40.1128,89.2403,-45.0672) 
436310800; 5;  (-45.5339,99.3672,-63.3822) 
-----
303054868; 1;  (-0.0196924,2.84224,0.920891) 
304119828; 1;  (-0.121381,6.61661,4.88677) 
305184792; 1;  (-0.256605,10.7154,9.19121) 
306253852; 1;  (-0.462448,15.8111,14.5448) 
369125513; 3;  (-1.53498,26.7403,30.9325) 
369125514; 3;  (-1.06694,27.0473,31.091) 
369141929; 3;  (-1.30684,35.1764,38.1528) 
369141930; 3;  (-1.65299,35.3544,38.0178) 
369157320; 3;  (-2.05322,40.3504,38.4274) 
369173740; 3;  (-2.77899,48.1535,46.111) 
436232562; 5;  (-3.88521,58.3768,63.3826) 
436232561; 5;  (-3.55353,58.816,63.6307) 
436249009; 5;  (-4.4442,67.8049,63.1942) 
436249010; 5;  (-5.11646,68.2128,63.3817) 
436265428; 5;  (-6.29764,76.4964,82.2419) 
436298328; 5;  (-9.20642,94.1187,98.9812) 
-----
303050764; 1;  (0.032277,3.36947,-10.0049) 
304115716; 1;  (-0.0269641,7.24059,-21.4141) 
344327172; 2;  (-0.105304,10.1917,-30.1203) 
344589316; 2;  (-0.197595,12.7517,-37.6724) 
344851460; 2;  (-0.345724,15.9909,-47.2268) 
402664210; 4;  (-1.16019,28.6722,-77.6663) 
402664209; 4;  (-0.905349,28.7629,-77.9112) 
402666258; 4;  (-1.38778,28.6724,-90.6125) 
402666257; 4;  (-1.57967,28.8309,-90.8575) 
402668818; 4;  (-2.14484,36.707,-107.056) 
402668817; 4;  (-2.09559,36.9174,-107.301) 
470049640; 6;  (-3.19088,44.7407,-127.625) 
470066020; 6;  (-3.54089,44.7383,-141.116) 
470066024; 6;  (-3.56018,44.7417,-141.616) 
470082440; 6;  (-5.03514,55.982,-158.131) 
470098824; 6;  (-5.49977,55.9572,-172.117) 
470115237; 6;  (-7.65124,67.0535,-183.078) 
470115238; 6;  (-7.07553,67.339,-183.391) 
470131622; 6;  (-7.77536,67.284,-200.869) 
470148005; 6;  (-7.8851,67.0102,-219.531) 
470148006; 6;  (-8.56352,67.222,-219.843) 
470148036; 6;  (-10.4512,81.2781,-221.978) 
470164420; 6;  (-11.4453,81.1072,-242.447) 
470180804; 6;  (-12.4783,80.9349,-263.91) 
-----
303083532; 1;  (2.57725,-1.73197,-7.11878) 
304193544; 1;  (5.47765,-3.6528,-15.4722) 
305299460; 1;  (8.95856,-5.90234,-25.4199) 
344417284; 2;  (10.9869,-7.18782,-31.1852) 
369121741; 3;  (23.1774,-13.9895,-60.4923) 
369121742; 3;  (23.2208,-14.5188,-60.5451) 
402664242; 4;  (24.4334,-15.027,-77.6664) 
402664241; 4;  (24.5746,-14.695,-77.9112) 
402664754; 4;  (31.3244,-19.1626,-81.1656) 
402664753; 4;  (31.0823,-19.3397,-81.4105) 
402666802; 4;  (31.4699,-18.909,-94.1115) 
402666801; 4;  (31.568,-18.6632,-94.3563) 
402669260; 4;  (38.556,-22.8849,-102.713) 
470046860; 6;  (48.9192,-27.6217,-137.314) 
470063277; 6;  (59.2426,-32.1968,-147.545) 
470063278; 6;  (59.2136,-32.9229,-147.858) 
470079661; 6;  (59.2196,-32.2469,-161.533) 
470079662; 6;  (59.5211,-32.4178,-161.846) 
470096045; 6;  (59.2327,-32.2223,-175.519) 
470096046; 6;  (59.8243,-31.9237,-175.832) 
470096076; 6;  (72.3273,-38.4091,-179.205) 
470112460; 6;  (72.6681,-37.7967,-193.189) 
470128844; 6;  (73.0967,-37.0231,-210.666) 
470145264; 6;  (88.809,-43.9081,-226.76) 
470161648; 6;  (89.3615,-42.8252,-247.23) 
-----
303050768; 1;  (0.636954,3.21786,-3.67463) 
304115728; 1;  (1.33436,7.11025,-4.14508) 
306245648; 1;  (2.78499,15.5746,-5.1833) 
